timestamp,cpu_mean,cpu_std,cpu_min,cpu_max,cpu_trend,cpu_growth_rate,memory_mean,memory_std,memory_trend,memory_growth_rate,heap_trend,heap_growth_rate,stack_trend,stack_growth_rate,latency_mean,latency_max,latency_trend,latency_growth_rate,task_delay_trend,deadline_miss_rate,deadline_trend,queue_trend,queue_growth_rate,cpu_health_score,memory_health_score,stack_health_score,task_health_score,timing_health_score,ai_health_score,resource_health_score,overall_health_score,health_state,cpu_overload_flag,memory_leak_flag,heap_exhaustion_flag,stack_risk_flag,deadline_miss_flag,task_starvation_flag,ai_latency_flag,queue_overflow_flag,fault_type,fault_severity,fault_count,degradation_index,degradation_rate,health_change_rate
2026-09-01 10:10:00,29.9806,1.9535,24.4411,35.9108,-0.0163,0.0291,35.0243,1.9164,0.1391,0.0007,-0.0154,0.0156,0.0122,0.0276,50.0518,55.4179,0.2486,0.0653,0.0393,0.0029,-0.0003,0.0826,0.0132,97.2894,96.6513,97.477,96.1678,97.3033,93.0736,98.0575,96.9648,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0286,0.0431,-0.1517
2026-09-01 10:11:00,28.925,2.2537,22.9952,35.3055,0.1948,0.0175,35.4983,1.9696,-0.036,0.0068,-0.0236,-0.0207,0.0222,0.0192,46.9869,51.8203,0.0582,0.0767,0.0291,0.0002,0.0081,0.0665,0.0031,97.8555,98.4277,98.2268,99.0722,96.0327,96.8171,96.0754,97.0563,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0474,0.0756,-0.0584
2026-09-01 10:12:00,31.7857,2.1311,26.0152,37.9824,0.0681,-0.0379,33.5905,1.59,0.0565,0.0168,-0.0465,0.0287,0.0535,0.0045,45.747,50.357,-0.0037,0.018,0.0011,0.011,0.0281,0.0276,0.0295,97.6995,97.0354,95.5192,98.3215,97.9464,98.0408,96.334,97.4019,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0251,0.0489,-0.0503
2026-09-01 10:13:00,32.042,2.122,26.2834,38.2251,0.0288,0.0121,37.5204,2.218,0.0355,0.0508,-0.1009,0.0165,-0.0335,-0.0266,41.8688,47.7624,0.1321,-0.0021,0.0161,0,0.0402,-0.0204,0.0312,96.13,96.5615,97.7907,97.5865,99.6364,96.9166,95.8658,96.8059,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0233,0.0647,-0.0117
2026-09-01 10:14:00,33.0112,2.1289,27.2435,39.2046,0.1573,0.0174,35.5692,1.4314,0.0287,-0.0046,0.0103,-0.001,0.0511,-0.0116,51.5601,57.6459,0.0841,0.0678,-0.0224,0.0095,0.0315,-0.0081,0.0349,99.0142,94.0976,94.5504,97.7506,94.4213,93.3165,97.1481,96.2189,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0345,0.064,-0.133
2026-09-01 10:15:00,31.0622,2.0999,25.3323,37.2121,0.0713,0.0219,35.3351,1.4379,0.0055,0.0362,0.0381,0.0192,0.0774,0.0338,53.9253,58.2128,0.1991,0.0822,0.0628,0,0.0409,-0.0365,0.0175,96.6285,98.3288,96.1673,97.033,95.3778,89.8466,94.1944,94.2858,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0366,0.0913,-0.1134
2026-09-01 10:16:00,31.8232,2.3899,25.7163,38.408,0.0573,0.0097,38.2296,1.636,-0.0297,0.0319,0.031,0.0125,0.0232,0.0355,45.4621,49.373,0.1681,0.037,0.1217,0.0224,0.024,0.0321,0.0104,95.6056,94.7923,98.3881,97.6155,97.0567,90.9543,99.7424,97.6736,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0261,0.0461,-0.1535
2026-09-01 10:17:00,29.7838,1.9307,24.2738,35.6798,0.1928,0.0617,38.2425,1.9775,-0.0113,-0.0102,-0.0419,-0.0083,0.0315,-0.0199,49.8948,57.0345,0.0878,0.0428,-0.0236,0.0183,0.0245,0.1126,0.0191,95.88,97.6294,95.6255,94.141,96.3973,92.548,96.9253,95.7839,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0345,0.0781,0
2026-09-01 10:18:00,34.2726,1.9664,28.7163,40.2223,0.0654,0.0505,33.9946,2.3079,0.0811,-0.0196,-0.0128,-0.0019,-0.0228,-0.0122,47.9002,52.3453,0.1203,0.022,-0.0046,0,-0.0006,-0.0139,0.0099,97.1917,96.0633,96.8515,95.9427,96.9746,96.1886,97.611,97.0593,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0046,0.044,-0.0333
2026-09-01 10:19:00,28.5678,1.998,22.9704,34.5648,0.0699,0.035,38.5799,1.4533,0.0649,0.0323,-0.0258,0.016,0.0128,0.0171,53.6714,57.6647,0.1557,0.0411,0.0931,0.0005,0.0722,-0.0011,0.0007,96.5977,96.8848,96.6767,97.5667,95.1289,92.9781,95.1844,96.6727,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0428,0.0837,-0.0721
2026-09-01 10:20:00,30.3521,2.0979,24.6248,36.499,-0.0213,0.0223,35.6279,1.3963,0.0083,-0.0066,-0.0288,-0.0276,0.0617,0.0283,48.2588,53.5803,0.0551,0.031,-0.0819,0.0124,0.0513,0.0169,0.0063,97.2961,97.7779,98.631,96.8704,95.6796,94.062,97.4447,97.8429,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0168,0.0307,-0.1318
2026-09-01 10:21:00,30.973,2.435,24.8074,37.6256,-0.0208,0.0266,32.7404,2.105,-0.0316,-0.0234,-0.0045,-0.0004,0.0416,0.0228,46.0322,51.7317,0.0549,0.0302,-0.0031,0,0.0587,0.0063,0.005,97.7199,99.3129,98.081,97.14,98.623,100,99.8239,99.2997,Excellent,0,0,0,0,0,0,0,0,None,0,0,0,0.139,-0.1358
2026-09-01 10:22:00,29.8679,2.6229,23.4581,36.8022,0.0816,0.0335,36.6793,1.9297,0.0303,-0.0081,-0.0602,0.002,0.0383,0.0091,50.8681,56.1885,0.0265,0.0227,0.1117,0.0035,0.1221,0.0514,-0.0028,95.5188,97.4233,94.9617,100,94.895,94.9347,99.1475,96.5838,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0192,0.0547,-0.0418
2026-09-01 10:23:00,32.0769,2.5708,25.7349,38.9331,-0.0514,0.0078,36.3839,1.6605,-0.0166,0.0315,0.0656,0.0511,0.0239,0.0137,53.0993,58.8731,0.1549,0.0548,0.168,0.0097,0.0192,0.043,0.026,94.5627,96.1686,94.2805,95.3261,98.3081,92.7826,96.2461,94.6725,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0486,0.1001,-0.1387
2026-09-01 10:24:00,29.5473,2.0949,23.8239,35.6897,0.1575,-0.0185,40.0038,2.2097,0.0548,0.018,0.0059,-0.0477,-0.0253,0.0141,52.7754,58.3229,0.1904,0.0369,0.0439,0.0012,0.0532,0.0646,0.04,94.7893,95.8182,95.7694,94.9206,94.9919,88.2593,96.6702,93.4485,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0512,0.0401,-0.012
2026-09-01 10:25:00,33.7498,2.0265,28.1154,39.7895,0.1147,0.0021,32.5533,1.8008,-0.006,0.0137,-0.0348,-0.0087,0.0268,0.0108,44.167,48.6535,0.0948,0.0783,-0.0097,0,0.0787,-0.0299,0.0058,97.4885,96.4276,94.0612,96.6147,95.8559,95.2485,97.6896,98.6635,Excellent,0,0,0,0,0,0,0,0,None,0,0,0,0.0642,-0.1621
2026-09-01 10:26:00,33.8176,2.2951,27.834,40.2602,-0.038,0.0696,34.8838,1.699,0.0832,0.0156,0.0127,0.0299,0.0888,-0.0025,50.7193,54.8312,0.2163,0.0875,0.0112,0.0127,0.1299,0.0679,0.0311,95.8622,97.5363,98.5248,95.6616,97.06,89.6788,97.097,96.3172,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0255,0.1051,-0.1549
2026-09-01 10:27:00,31.1284,2.7504,24.5529,38.254,0.0189,0.0207,36.3666,1.7268,-0.0144,0.0042,0.0193,0.0094,0.0935,0.0132,48.3564,54.2848,0.0817,-0.0001,0.1067,0.0153,-0.0601,0.0323,0.0081,99.5202,96.0664,95.9943,95.3348,94.9749,93.3037,94.916,94.7254,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0286,0.0217,-0.191
2026-09-01 10:28:00,29.9386,2.4455,23.7595,36.6068,0.0404,0.0085,36.8207,1.3799,0.1263,0.0213,-0.0006,-0.0408,0.0117,-0.0154,48.4416,52.6213,0.0927,0.0551,-0.0061,0.0173,-0.0331,0.0217,0.0211,97.5369,96.8388,99.5993,95.8775,95.6559,89.6505,99.5792,95.6919,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0254,0.0952,0
2026-09-01 10:29:00,28.7991,2.1081,23.0586,34.9613,0.1362,-0.0304,34.8616,1.8458,0.0797,0.0275,0.0741,0.0191,-0.0395,0.0066,50.7388,55.0034,0.2179,0.0021,0.0355,0.0223,0.0961,0.1099,0.0103,98.0272,99.3276,98.1226,97.1674,97.1105,91.4346,94.4563,96.9936,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0249,0.0679,-0.1303
2026-09-01 10:30:00,31.8843,2.3615,25.8143,38.4265,0.0639,0.0024,36.0758,1.4643,0.0874,0.0545,-0.0557,0.0361,0.075,-0.022,48.0828,52.8251,0.1881,0.0497,0.0709,0.0181,-0.0053,0.0033,-0.0031,96.3682,96.7673,96.8333,95.2785,97.5481,94.8017,99.1528,97.2194,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0306,0.081,-0.0269
2026-09-01 10:31:00,33.8792,2.6665,27.4128,40.879,0.0857,0.0305,39.8144,1.3745,0.0465,0.0289,-0.0304,0.007,0.1082,0.0196,49.5082,54.7036,0.1418,0.0493,0.0417,0,0.0277,-0.0134,0.018,94.9662,98.4089,97.8191,96.9261,96.1892,94.4319,93.9828,95.0602,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0472,0.0708,-0.0782
2026-09-01 10:32:00,31.3985,2.0852,25.6877,37.5264,0.0502,0.0487,33.6116,1.4843,0.0777,0.0303,-0.0064,-0.0068,-0.0019,-0.0059,55.1284,60.6626,0.1081,0.0289,0.0276,0.0033,-0.0482,-0.0094,-0.0067,96.712,96.133,95.8339,97.0233,95.6808,95.7499,96.4899,96.3908,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0162,0.0756,-0.0987
2026-09-01 10:33:00,32.5817,2.0157,26.9612,38.6052,0.1595,0.0483,36.7064,1.5433,0.0787,-0.004,-0.0862,0.0004,0.0365,0.0272,49.4714,55.4629,0.1772,0.007,0.033,0,0.008,0.0159,0.008,95.6478,95.9811,95.1814,98.0453,97.3685,90.0921,98.3002,94.3734,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.044,0.1112,-0.2715
2026-09-01 10:34:00,29.5282,2.0106,23.9144,35.5441,0.0324,0.0241,35.9862,2.0734,0.0873,0.0151,-0.0735,0.013,0.0516,0.0344,49.7496,54.3229,0.2045,0.0559,0.0497,0.0108,0.0119,0.0069,0.0242,94.383,98.2361,96.2841,93.7463,95.8258,91.6899,97.4692,96.1354,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0331,0.0574,-0.1447
2026-09-01 10:35:00,29.7217,2.015,24.1021,35.7442,0.0202,0.0281,35.8342,1.5529,0.0204,-0.0047,-0.031,0.0052,-0.0062,0.0291,50.9339,54.4185,0.1345,0.0531,0.0417,0.0211,0.094,0.0345,0.0211,98.1319,96.5906,95.089,97.9632,94.0959,96.7677,98.3066,96.8483,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0323,0.1044,-0.1447
2026-09-01 10:36:00,29.9452,1.9996,24.3458,35.9446,0.0712,-0.0015,33.7424,1.4145,0.1247,-0.0121,-0.0864,0.0177,0.0273,0.0225,47.4659,52.9112,0.0827,0.021,0.0681,0.0046,0.0571,0.0541,0.0298,98.2437,98.3285,98.0095,95.9131,96.1496,91.5748,97.4987,95.6978,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.049,0.0725,-0.1748
2026-09-01 10:37:00,30.5467,2.1221,24.7879,36.73,0.0679,-0.0225,36.1581,1.82,-0.0619,0.0306,-0.089,-0.0006,-0.0197,-0.0043,48.2987,52.5321,0.1878,0.0519,0.0308,0.0195,0.0728,0.048,0.0085,98.3197,99.7275,97.7412,99.2247,97.7995,95.2582,95.3403,96.5943,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0333,0.0194,-0.1174
2026-09-01 10:38:00,30.9609,2.2041,25.0956,37.267,0.1476,0.033,33.8136,1.6038,0.0738,0.0555,0.0296,-0.0022,0.1041,0.0133,52.6443,56.4347,0.2678,0.0382,0.0865,0.0176,0.0759,0.0329,0.0336,94.7099,98.0183,96.2295,93.2667,95.6861,90.8823,95.5819,94.1087,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0553,0.0437,0
2026-09-01 10:39:00,29.9109,2.4036,23.7862,36.5162,0.1559,0.0118,36.9862,1.6454,-0.0066,0.033,0.0162,0.004,-0.0137,0.0353,50.4029,56.559,0.1748,0.0044,0.0195,0,0.0025,-0.0019,0.0054,97.8898,97.5255,97.7056,98.221,95.8659,94.1433,97.7926,98.2028,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0315,0.0955,0
2026-09-01 10:40:00,28.8758,2.3716,22.7928,35.4332,0.0576,0.0183,37.0438,1.4352,0.082,0.039,-0.1119,0.0204,0.031,0.0091,54.0629,58.5314,0.1748,0.051,0.0809,0.0114,0.002,0.0091,0.0163,96.2356,94.6088,96.2789,93.9539,98.9693,88.7056,94.8035,94.7587,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0389,0.1032,0
2026-09-01 10:41:00,32.0325,2.1538,26.2325,38.2633,0.1276,0.0005,36.1162,1.951,0.1288,0.0417,-0.0043,-0.0005,0.0457,0.0073,51.6856,55.878,0.0262,0.0747,0.0619,0.0237,0.0292,0.0432,0.033,96.9451,97.1787,100,95.8077,96.0996,95.1624,95.4049,95.5933,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0226,0.0823,-0.0345
2026-09-01 10:42:00,29.6189,2.4193,23.4739,36.2478,0.0888,0.0449,38.9337,1.4469,0.0781,0.0345,-0.09,0.012,0.0033,0.0322,53.9663,57.9354,0.2237,0.0284,0.1074,0.0058,0.0491,0.0862,0.0073,97.5392,96.458,95.7085,96.1608,93.1592,91.3922,96.179,95.7965,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0388,0.0713,-0.0764
2026-09-01 10:43:00,29.5701,2.0247,23.938,35.6072,0.0264,0.0428,38.8044,1.4263,-0.0382,-0.0228,-0.0314,0.0173,0.0551,0.0071,51.1007,57.5343,0.19,0.0169,0.0493,0.0141,-0.0323,0.0169,0.0289,98.4626,94.319,96.5854,93.9417,93.5328,94.2104,97.4245,94.7008,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0563,0.0891,-0.0778
2026-09-01 10:44:00,34.4085,3.3759,27.0198,42.4723,0.0922,0.0351,36.535,1.7431,0.0383,0.0043,0.0229,0.0314,0.0369,0.0377,57.2054,63.8003,0.2047,0.1082,0.0508,0.0265,0.049,-0.0412,0.0224,92.2223,95.2991,94.7052,93.724,91.6873,86.02,94.1035,91.9571,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0998,0.1141,-0.1736
2026-09-01 10:45:00,29.9599,2.3014,23.968,36.412,0.1326,0.0139,36.4334,1.5197,0.1045,0.0233,0.0809,0.0111,0.1077,0.0345,51.4572,58.0726,0.1686,0.0206,0.1143,0.0247,0.0514,0.0346,0.0438,96.4523,95.0132,96.3924,93.0367,93.7189,87.7318,92.4824,92.2094,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0962,0.0597,-0.1625
2026-09-01 10:46:00,33.1335,1.901,27.6622,38.985,-0.002,-0.0035,36.9094,1.4074,0.0898,0.0159,0.0133,-0.0519,0.0836,0.0103,54.4824,58.969,0.1417,0.061,0.0031,0.021,0.0047,0.0846,0.0271,97.3831,95.8719,96.2772,96.8383,93.1594,92.6517,98.2537,94.5461,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0737,0.0482,-0.0493
2026-09-01 10:47:00,32.4062,2.1112,26.6617,38.5731,0.1442,0.0264,38.2239,1.9084,-0.013,0.0437,-0.0911,0.0027,0.0692,0.0245,53.325,56.8099,0.0411,0.0385,0.0562,0.0063,0.0875,0.0234,-0.0062,97.3056,95.2105,99.1076,96.7531,94.0595,94.9848,100,94.9674,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0639,0.0766,-0.0623
2026-09-01 10:48:00,33.2588,2.2748,27.3015,39.671,0.2034,0.0658,39.3273,1.9454,-0.0003,0.0212,0.0359,0.0055,0.0446,0.0164,55.197,60.1669,0.2016,0.0795,0.0532,0.0009,-0.0105,-0.0196,0.0008,93.2121,95.2195,96.1678,95.4666,93.855,89.1387,94.6386,92.564,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0558,0.0973,-0.2166
2026-09-01 10:49:00,30.8906,3.0449,23.9322,38.458,0.0628,0.0072,32.8134,1.4761,0.0729,0.0237,-0.0869,0.0232,0.0647,0.0413,50.7895,57.4358,0.1798,0.013,0.0869,0.0102,0.0057,0.0771,0.0108,97.4621,96.2959,96.9917,96.5751,95.994,89.5956,97.6302,95.5163,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0749,0.0887,-0.0392
2026-09-01 10:50:00,30.9189,1.9676,25.3611,36.8703,0.0684,0.0215,33.8046,1.8485,0.0622,0.041,-0.0491,0.0265,0.0379,0.0166,51.3707,59.0804,0.1674,0.0367,0.0067,0,0.0175,-0.039,0.0295,95.9615,94.1907,95.2528,97.1428,94.897,91.9969,96.0222,94.8377,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0261,0.0686,-0.1307
2026-09-01 10:51:00,33.3526,2.2757,27.3942,39.7662,0.1313,0.0175,39.4773,1.5379,0.156,0.0163,-0.0329,0.0448,0.0595,0.0307,58.961,64.5797,0.2441,0.1076,0.0451,0.0047,0.0392,0.1037,0.048,98.2423,95.1078,92.9467,92.2032,95.5861,83.5105,94.4164,92.3298,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.103,0.082,-0.068
2026-09-01 10:52:00,32.5845,2.2185,26.7004,38.9123,0.0859,-0.0318,33.8534,1.4708,0.088,0.0317,-0.1268,-0.01,0.03,0.018,54.1108,59.9949,0.1876,0.0895,0.0521,0.0109,0.0434,0.0654,0.0185,96.4614,95.9866,96.4059,96.5171,92.0831,89.9757,98.274,93.984,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0597,0.0823,-0.0909
2026-09-01 10:53:00,31.1788,2.571,24.8365,38.0353,0.1521,0.0784,34.9524,1.4722,0.0365,0.0382,-0.0268,-0.0153,0.0162,0.0057,52.3341,57.0027,0.2212,0.1039,0.0893,0.0434,0.037,0.0749,0.0256,97.8176,95.5616,96.7421,97.5505,93.7042,89.7719,96.6858,94.7143,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0397,0.1297,-0.1308
2026-09-01 10:54:00,32.1897,2.1229,26.4299,38.3741,0.0507,0.0169,38.716,1.5313,0.0846,0.0127,-0.041,-0.0256,0.0415,0.0248,54.6245,60.6752,0.2156,0.0907,0.1558,0,0.0457,0.0889,0.0269,94.7485,94.9416,94.8027,94.1633,90.6257,86.5888,92.4381,93.2138,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0802,0.0769,-0.0717
2026-09-01 10:55:00,32.3788,2.6444,25.9411,39.3453,0.0467,0.0242,38.1236,1.563,0.0565,-0.0182,-0.0235,0.015,0.088,0.0235,63.7514,71.2682,0.2425,0.1169,0.2074,0.0014,0.1361,0.017,0.0429,94.5964,98.6519,97.036,92.8625,97.7747,84.6275,94.5479,95.3098,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0359,0.0884,-0.1403
2026-09-01 10:56:00,33.3468,2.3199,27.331,39.8266,0.1821,0.0382,37.096,1.6744,0.0002,0.0234,-0.0694,0.043,-0.0118,0.0325,51.2822,57.6795,0.2697,0.0788,0.0945,0.0076,0.0746,0.0419,0.0305,95.5922,92.367,94.6485,97.3198,96.8939,89.8635,95.695,94.2578,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0669,0.0993,-0.1927
2026-09-01 10:57:00,35.1829,2.4244,29.0313,41.8195,0.1381,0.0206,36.4242,1.6116,0.0383,0.0143,-0.0207,0.0259,0.0564,0.0044,51.7133,56.8881,0.1605,0.0826,0.054,0.0046,0.0507,0.1123,0.0244,94.9205,93.7712,96.0422,96.5824,95.4414,90.9892,96.4799,93.6881,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0624,0.1006,-0.0616
2026-09-01 10:58:00,31.9952,2.1167,26.2436,38.1702,0.1215,0.0364,38.9467,1.8006,0.0058,-0.0014,-0.038,0.0354,0.0648,0.03,48.812,55.4391,0.2585,0.0614,-0.005,0.0217,0.0513,0.1578,0.0366,96.4614,96.1968,96.2194,95.4074,93.1322,92.5503,96.6669,92.8123,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0623,0.056,-0.0206
2026-09-01 10:59:00,35.3722,2.6879,28.8779,42.4041,0.049,0.0021,34.4348,1.8382,0.0343,0.0068,-0.0095,0.0382,-0.0107,0.0188,53.0705,57.03,0.261,0.072,0.0369,0,-0.028,0.0274,0.0191,97.0567,95.6522,99.0802,95.13,94.2136,90.8419,94.5722,94.9992,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.019,0.0986,-0.1031
2026-09-01 11:00:00,32.8773,2.5571,26.553,39.713,0.1214,0.015,34.9018,2.0458,0.0838,0.031,0.0594,0.0388,0.0716,0.0173,57.5342,61.5889,0.1709,0.0427,0.0261,0.0073,0.0781,0.0804,0.0368,95.7384,97.3396,98.8128,96.4145,97.1255,87.4561,94.7752,94.3483,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0164,0.0866,-0.0028
2026-09-01 11:01:00,32.5861,2.3416,26.5421,39.0985,0.0125,0.0564,35.4691,1.5161,-0.0379,0.0274,-0.0588,0.0447,0.0805,-0.0092,47.032,52.7628,0.1664,0.0593,0.0636,0.0193,-0.0126,-0.0316,0.0219,95.3288,96.214,94.8347,95.2173,97.4265,88.4878,94.356,94.8714,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0748,0.0729,-0.2026
2026-09-01 11:02:00,31.9535,2.4648,25.7492,38.6508,0.0824,0.0333,40.299,2.3032,0.0424,0.04,-0.026,0.0128,0.094,0.0272,54.4915,61.2402,0.1088,0.0227,0.0895,0.0046,0.055,-0.0135,0.0139,100,99.3933,93.745,96.9006,97.4104,92.6419,95.1682,96.9018,Excellent,0,0,0,0,0,0,0,0,None,0,0,0.0325,0.0782,-0.0888
